text,cEXT,cNEU,cAGR,cCON,cOPN
"I really wanted to get that done before I went home this weekend, but I guess I will just have to try later. I am also feeling pretty excited though right now because I just finished talking to this guy that I met on Saturday night and we are supposed to get together tomorrow night. I'm excited but I'm also nervous. I'm not really sure if I like this guy or not. The actual truth is I'm not really sure if I find him attractive. When we hooked up that night we were both under the influence of alcohol, but we weren't really drunk. My friend tells me that he's cute but I just have to take another look for myself. That's kind of mean for me to say but I don't want to be going out with an ugly guy. I feel like Gods going to punish me or something for saying this but I'm sure everyone wants to be with someone that they are attractive to. This guy is really cool though. He's a theater major or a Plan 2 major. I guess his minor is theater but anyway. He's a really funny guy. We get along really well. It's odd though because the couple of times that I have talked to him I don't even feel nervous which is odd because I usually feel nervous when I'm talking to a guy for the first time. I guess this should tell me something, that he's a pretty good match for me. We just joke around like crazy and just play off of one another's comments. It's pretty awesome. I'm kind of stuck now I really don't know what to write but now something just came into  mind. Before I was talking to this guy I talked to my friend from back home. She's getting married in October and I'm going to be her maid of honor. Hearing her talk about the wedding plans just freaks me out. I just can't believe. It makes me kind of sad though like as if I'm losing her to her future husband. It's not going to be the same anymore, I just can't go over to her house anymore and just chill out since she's not going to be living there anymore. To top everything out she's pregnant which is really the reason they are getting married but they really do love one another so they'll be happy. The day she found out she was pregnant was very freaky. I was there with her at her home when she took the home pregnancy test. She came into her room screaming oh my god Jennifer it's already turning pink after only a few seconds. I saw the line appear which lets you know that you are indeed pregnant. I was in complete utter shock. I was almost in tears. Once we started talking about it and how cute it's going to be I would just want to cry more. It's just weird I guess having one of your best friends get married and have a baby when we're so young. I can't wait though for her to have it so I can see it and play with the baby. Even today at the mall I went into Gap Kids and looked at baby outfits. I want to buy her some really cute outfits for the baby. The baby isn't due until April sometime but it's never to early to start looking. I'm stuck again and this time I think it's for good. Come on you can think of something. OK this is to weird I'm writing to myself on the computer telling myself to think of something. I'm almost done I have one more minute. I'm actually freaked that I actually got done with this before Sept 11 when it's due. I always wait for the last minute but I'm starting the year off good and doing thing ahead of time. I feel relief now that I'm done. Yeahh. ",high,low,high,low,low
"     I am finally taking a break from doing my math homework. I am so excited to finally be doing nothing. I am so excited that I finally got my laundry back because now I do not have to worry about it, but I do need to do a load of some personal items. While looking around my room I see my side pretty neat and then I look at my roommate's side and it is a pig-sty. It bothers me because she has buckets overflowing everywhere, when they could easily at least be hidden under her bed. Maybe we will have a talk about that later?  Who knows. But I cannot wait for this weekend because not only is it a three day weekend, but that's one more day that I don't have to go to class. I love living here at Towers but the walls are paper thin. I can hear anything and everything that my roommate/suitmate say and sometimes that's okay but when I'm trying to concentrate on something it kind of bothers me. Oh well, life could be worse. I wonder what else I have to do to prepare myself for tomorrow?  I think I need to go to Allie's room at some point to get her notes from Philosophy that I missed last week, and I really need to go return a book to the Co-Op and go by the bank because the stupid people sent me my check card with my dad's name on it. Why would they do such a thing?  Oh well at least it won't be too hard to fix. At least I hope it won't be too hard to fix. I am so tired but I got so much sleep last night and I don't understand how I'm so tired after only going to class for an hour and a half today? It makes no sense to me. Maybe I am still transforming into the ""college-life-style"" and I'm just not used to it yet?  I'm getting very sleepy but there's no point in trying to take a nap because I know it won't happen for me. I love how I have so many pictures around my room because everywhere I look I am reminded of a fun time with my friends from home. Speaking of home, I feel like so many people are going home this weekend. As much as I would like to go home, I don't think I'm quite ready to leave here yet. I don't think I'm settled in enough yet to get up and leave already. Even if I did go home my parents wouldn't be there because they are going to the lake. I wonder if I will see them at all since they'll be so close to me now?  Maybe I will call them later and ask. Oh and I need to call Mimi back since she left me a message yesterday. I'll call her later when I have a few minutes to spare since I know the conversation will last for a lifetime. Or I guess I should say it will last for a long time. It's amazing how I was here in my room for so long by myself without my roommate or suitmate, and then all of a sudden it's like they both appeared at the same time, and within five minutes they both left and I'm left alone again in quietness. I will most definitely take advantage of that alone/quiet time, but then again sometimes I do get bored sitting here by myself. They asked me if I wanted to go eat with them but I just ate a few hours ago, I might as well save my meals for when I'm actually hungry right?  Wow, looking up at the clock I never realized how long twenty minutes really is. I feel almost out of breath because I've been typing so much so fast and its only been a mere ten minutes. My  sister just called but I have to call her back. She didn't seem to mind because she said that her and her friend Jessi would be searching for Jessi's car anyway. So I wonder what happened to it?  Did she park somewhere and forget where she left it?  Weird. I hope I never do that. Although it would probably be hard for me to do that since I've only driven my car twice in two weeks. I wonder if that's bad for it?  Maybe I need to try to drive it at least once a week to make sure it still works?  I should probably ask my dad about that. So its only four oclock in the afternoon and I feel like its ten at night. Why is that?  Well I just hope I keep up with everything as much as I'm ""supposed"" to because college is definitely not like high school. High school is like a joke compared to what I've experienced in only 5 days. Oh well at least we get a month of for winter break instead of two weeks. So about winter break. I cannot wait to go home because I think we will have like a reunion of everyone getting to be together once again. I'm sure Ill see most of my friends over Thanksgiving break but the first time we will all be together with the ""old gang"" will probably be Christmas break. That will be a fun break, and I know it will be great seeing everyone again. I wonder if my family will be taking any kind of of trip?  Hmmm there's another thing I need to check into because I don't like finding out about things like that at the last minute. Especially since my best friend who lives in Virginia will be in Houston for part of the break. If I missed her because I was on a family trip I would be extremely upset so I need to figure it out to make sure I will be around. Wow my eyes are shutting so much maybe I should go get some coffee from downstairs? Sounds like a great idea and it will probably make my throat feel a little better since it's kind of of sore. I think just getting used to college life and my new schedule is wearing me out enough to feel a little under the weather. I can't wait to fully recooperate so I can feel 100% again. Then hopefully I will be in a better mood and not so irritable?  Hopefully!  Well now getting back to the matter at hand, this assignment. ALthough it has been time consuming, it's probably been the easiest assignment of my entire life. Wow and that's saying a lot!!!  I am so interested to see what our next assignment is like, since our professor said that there will never be another one like this again. Our class is huge and I actually saw a second person that I know yesterday when I was walking out. Speaking of I should probably call that friend of mine. Well it looks to me that I just glanced up and this assignment is over! Yay :-) ",high,high,high,high,low
I feel kind of alone. I feel like I can't trust as many people as I use to. The people I trust are miles from me. I miss them. I miss talking to them everyday. Even though we still keep in touch it's not the same. I miss my hometown. I miss playing highschool basketball. College is going to be hard for me because I never study and when I do Study I can't study that long because I get tired because tired. It feels like my life is just beginning because I'm experiencing new things. I wonder if I'm going to meet the perfect girl up here. I'm kind of scared of this assignment because I don't know if I am doing it right but I think I am. I need a haircut because my hair is starting to get shaggy. I like getting haircuts. I'm tired but that's nothing unusual because I 'm always tired. I think I'm going to visit my home town this weekend. I want to see a good movie because I haven't seen one in a while. My eyes are starting to hurt because I have to stare at the keys hard. ,low,high,low,low,low
"Sometimes I think of what other people are thinking. I watch the way people stare or the way they look at the ground when they walk. They must be thinking about things that they have to do or even things that they have just finished doing. I don't understand how we can have thoughts that are so evident in your mind, but completely shut out from anyone else's knowledge. I feel strange in the fact that I am putting my thoughts into words. Though I am concentrating on writing, I am also able to let my mind wander while I write. The way I think and the way I process my thoughts has changed since I've been in college. Leaving home so early forced me to grow up, which I desperately needed, and it also made me understand all the things that I have at home. My life in Austin is good, but it is missing all those people that I made such a major part of my life. I wonder if those people will ever be there again. My family, of course, will always be there, but the others might not. My friends and my boyfriend are the ones that I spent ever spare moment with. Now that I am in a completely different city, my spare moments are spent thinking of them. I always travel back in time, in my head, to the days I spent with them. Every weekend, after school, and on vacations are the times I had with them. Maybe they are thinking the same way. I can't help but remember those days that we just did nothing productive. Those were the easiest and funnest times of my life. My mother always told me that college is the funnest time, but I have yet to see what she is talking about. My mother is great. Now I realize all the things she has done for me. She was always there for me, and even now that I am hundreds of miles away, she still there. I was distracted by the distant voices behind me. They seem to be discussing a project. Some kind of stress has been put on this group. I am assuming that they have procrastinated their work and are now hurrying to finish it. Stress is one thing that I cannot deal with. When I stress I start to think a lot. When I think, I get really nostalgic, and eventually get very sad that I no longer can do the things I used to do in the past. Some people beside me are also using the computer. Their minds seem to be captured by their work, and they seem so occupied that they would never even notice that I am writing about them. If I were to turn my head and watch them for a second, they wouldn't notice that either. I can always feel someone looking at me. Even if it was only a slight glance, through the corner of my eyes I can see someone look. Even when I don't see them, the weight of their stare causes my awareness of it. After this writing assignment is finished, I have to drive through Austin's traffic to get home. That is the only thing I can't stand about going home. What should only take five minutes, ends up being a half an hour drive. Things like that frustrate me. The light rail system is supposed to fix that traffic problem. I have a feeling that Austin is going to be just like Houston, and now matter what type of construction is done, the traffic is never going to be fixed. It is difficult to try to find a quick, easy and inexpensive way to ease the congestion in the city. Pretty soon, people are going to be so sick of it that they will move out into the country. After that, the county will start to get overpopulated and the cycle will start again. ",high,high,high,high,high
"I don't know what to expect. By best friend's father passed away Monday and I am really worried about the family. His mother does not work and he is in college without much financial aid. I hope he will be able to continue school, but I don't know what's going to happen. I am scared to face them, though. I can't see the family being whole without the father. They were always so close to one another and could share anything with each other. I envied that relationship because my family was broken up at an early age. When my father and mother divorced, I was only about two or three. I actually don't even know when they divorced. I really can't even picture my parents being together at all. They are so different now. I guess that is why I was envious of my friend's family. I never have had a very close relationship with any members of my family. I feel alone inside my parents house. When I went to my friend's house, though, they were always so open with each other and there was never any tension or anxiety between them. I don't see how a family like that could be torn apart, or actually why. Some people think there's a reason for everything, and some people believe that it's all a part of God's plan, but I, personally, have no idea what reason or higher purpose there could be for this man's death. Maybe there isn't any reason. Maybe humans have a natural tendency to search for reasons, causes, purpose. Are we all just misleading ourselves?  Could it be that humans are merely just another species on the face of this planet?  Who knows. James' father knows. He has all the answers to all the questions in life. It's funny that the questions of life are only found in death. He is dead, nevertheless, and I still can't come to that realization. Traumatic experiences just never happen to me or people I know. Until now, I guess. What the hell happened?  Five minutes to go. I remember just before I left, coming back to Austin for my second year, shaking his hand, and hearing him wish me luck. How can that man be dead?  Then I remember that death is a part of living; death is the price tag of life. We all have to face it sometime, and I guess it's not going to happen at our convenience. We have to prepare ourselves for anything, but how?  I don't know of any way I could have prepared for this. If I would have known that he was going to die, I would have tried to stop it from happening. I would have wanted him to keep on living. Why is that?  If death is so common, why do humans try so hard to prevent it, rather prolong it from happening?  I can't say that it's selfishness, I wouldn't want him to live just so I could live happy. But that is a part of it. But, the answer awaits me as well. I guess I'll have to prepare myself for my death. That means I better start living my life. ",low,high,high,low,high
"I'm sitting here at my boyfriend's place, and I am hungry. That's about the biggest thing on my mind right now. When I have to write my thoughts down, I just can't seem to know what I feel at that specific moment. Well, I guess,  right now I can say I'm thinking more about what I am actually going to type rather than what I am feeling or what kind of emotions I possess. OK, so now my boyfriend is trying to give me ideas on what to write. I, of course, told him that I will write only what is on my mind right now (which is HUNGER). Princess Diana's death just popped into my head. I can't believe she is dead,  even though I never paid attention to her. She was just one of those people  who I thought would always be in the news until she was ancient. Just a shock. The Hansons are stupid. I just now saw an MTV commercial with them on it. As you can guess, I am not a big fan. I thought they were kind of cute at first,  but the more I heard their song, the more I disliked them. Celine Dion needs to come up with some songs of her own. She is always remaking the old ones. All I can say is that she can't sing them as good as the people who first did. I never get E-mail. I know it's my only my first week of school, but I like  to get mail. Plus, E-mail is new to me. I've never had an E-mail address before. I was really uncomfortable today when my boyfriend's roommate, girlfriend, and  her friends came over. I can never seem to get comfortable around his friends. It's like they scrutinize me. I definitely do not like to be in the spotlight. Well, only if it's for a good thing. Like for an achievement or if I know for sure that I will not be embarrassed. Otherwise, I'd rather just be apart  of the crowd or stand in the back. Being uncomfortable is the worst feeling. Oh, goodness!  It has been twenty minutes already. Time flew by. I kind of  liked doing this. It was kind of a relief to just sit and type and not worry about sticking to a certain topic or subject. ",low,high,low,high,low
"Wow, Its the end of another week ,and finally I get time to relax . My idea of relaxing isn't partying or drinking. My idea of relaxing is sleeping. Yes sleeping for long hours with nothing on my mind, is my favorite hobby. My roommate is reading what I'm reading so I had to halt before I continued typing. There's another friend in my room and he's laughing at what I just wrote. He shouldn't be reading other people's thoughts! Wow 3 minutes over already. I got 17 minutes left . I'm just feeling really light right now. Light in the head. I can't think of anything to write. This is supposed to be a spontaneous writing assignment. It's definitely better than the other assignments where you have to prepare drafts and correct mistakes over and over again. Tomorrow's Saturday and Saturday means another football game for UT. I couldn't go for the first game, because I didn't have the football package and the tickets cost a lot out of the package. My roommate is making me listen to one of her songs right now. So basically I'm doing two things at a time-typing and listening to music. Some people can study with music playing, I still haven't tried studying with music playing in the background. Maybe I should try it out sometime. I think it is important to knock before you enter a room. But that just doesn't happen in Jester. One of my friends just barged in, and I jumped in my seat. This is crazy. I should tell him not to do that again. I'm not that fastidious actually. But certain things annoy me. The things that would annoy me would actually annoy any normal human being, so I know I'm not a freak. I have to call my mom tonight and tell her about the week's events. It's been a great week. My chemistry test went well. I really want to maintain high grades throughout the semester, so I can get some kind of scholarship. I don't want my father to pay so much for my education. He doesn't grumble or anything, but I just feel guilty. I know that I have to work extra hard because I have been given a wonderful opportunity to study in a great school like Stand I must make good use of this advantage I have over other people. I'm loving it here. I came to America exactly a month ago. Wow I should be celebrating today. It's been a month in the United States. This stupid friend is irritating me, Wish I could ask him to leave, I can't concentrate on my thoughts. He's asking me why I type with just two fingers. God. I'm going to tell him to mind his own business. I better change the topic . Or he might read this ,and get annoyed and abuse me or something. Yeah but making friends has been tough. I haven't made too many friends. My roommate is my best friend  as of now. I couldn't have asked for a better roommate. We just get along really well. Today at Chemistry class I met another Indian girl. She was from Houston . She was basically an ABCD -American born confused Desk. Desk refers to Indians Ok my 20 minutes are up so I'm going to sign off now. I'm going shopping with my friend Rashmi, right now. I'm going to the Target store. Then I've got to come back and do my laundry. Ok. I'm going. Bye. Writing this assignment has been great. Thank You ",low,high,high,low,low
"Writing about what I am thinking will be a new experience for me. I just got back from psychology class, so naturally I am thinking about psychology. The way I learn is that I review everything said in class in my mind for at least 30 minutes after class. Now that I am doing the writing assignment I have other things to think about. my roommate is cleaning out the refrigerator. I honestly think that she is one of the most histerical persons in the world. my other two roomates are engrosed in the television which basically means that they are compeletely useless for the next four hours (unresponsive to almost anything excep for maybe a fire in the house) maybe they will talk to my roommate that is cleaning out the frig. during a comercial. Kate, the one cleaning out the frigerator just called the two couch potatoes re and tard, that made me laugh. Trying to keep one line of thought is really hard for me. I listen to everything that goes on around me and have to have a thought about it. It makes it really dificult for me to study most of the time. I cannot study at home because I have to talk to all my roommates or listen to them being crazy or something normal (that does not happen very often around here though)  I also cannot study at libraries because I am a people watcher. I like to just sit and watch people. I learn a lot about people that I don't even know just by watching them interact with their friends, or even how they walk. I also suffer from severe migranes, which makes my life interesting when I get a really bad one. I think I have almost overcome them, but I do have one right now. all I have to say about it is AGHHHHHHHH. My mind almost automatically switches to thinking about Alexander when I have nothing else to think about. he is my best friend and I love hanging around him. he just broke up with his girlfirend and I just broke up with my boyfriend so we have a lot of crying to do around each other. my exboyfriend was really bad for me. it took me two and a half years to be able to say that outloud. I think the only reason that I went out with him, and stayed with him was because he was the first guy to acknowledge my existence. I guess I didn't have very much self esteme when I met him, but now I do, and now I realize how bad he was for me. Alright, it think that my 20 minutes are almost up, so I am going to go eat something and get ready for water polo practice. adios. ",high,low,high,high,high
"Okay, now is the time -- I usually don't have trouble writing for a long period of time - at least typing, because I think I type faster than I write. I am continuously writing e-mails to people. In fact, one semester I was even addicted to the Internet!  I was always on it. I wasn't as bad as my roommate at the time thought he never even went to class!  I couldn't believe it. At least I knew to be addicted at nighttime!  Anyway - I enjoy typing and I really enjoy writing my thoughts. This stream of consciousness reminds me of my senior year in high school when we got to read James Joyce in my English class. It was the best book I read all year - the Portrait of the Artis as a Young Man - does this computer have a way to skip to the next line, or do I do that myself?  Well - I shall do it myself. OK - anyway - about Stephen Dedalus - in James Joyce. The entire book was written the way I am writing this essay. I guess it is an essay -- I always thought they were spelled like S. A. !  but - that seems stupid when you think about it. Psychology really seems interesting. But - I know the tests are hard. I am graduating in December and I have always wanted to take Psy. I just never had the time when it came to  my major and all the government, etc. classes I had to take. I can't wait to  graduate. There is so much red tape at this institution. Yesterday - just to add into a class that wasn't even full - My God. You would think the class is controlled by Zeus himself!  I had to fill out forms - and then I had to make inquiries and get permission from the professor. Just so I could take Accounting 310f for Non- Business majors that isn't even a grade for me since I am taking it pass/fail. Now does that not sound stupid. Sometimes I think education has become too much like government. Not enough quality - just a lot of  quantity of BS where nothing is really ever accomplished. The status quo just seems to prevail. I think that is terrible. but -if you think about it - it makes sense. This institution cares not if I get a good education- but rather if I am able to  jump through all the hoops it places before me. Whether I can read the fine print and take all the courses and get all the red tape cut before I graduate. Is that what the college experience should be about?  I guess college prepares  a person for life. Not in the classes taken per se - but in the lifestyle of the student. So - if I understand that life is simply college magnified, and if I can jump through all the hoops placed before me in college and actually graduate with my 120 hours, then maybe life won't be as complicated and difficult. The question then becomes if life gets more simple and less strenuous and frustrated, then shouldn't college follow in suit?  Since I don't believe that will ever happen, I guess the college is here to stay. If anything - college prepares a person for graduate school!  Law school, oy - a Yiddish expression - I can't wait for that!  I am taking a course now on constitutional law by Dr. Perry. I absolutely love it. - It mystifies me, the Constitution. What does is cover - what responsibilities does it have. How does one know?  All these questions can be answered and asked in this class. There are only 10 people in the class - compared to the 500 or so in PSy. class, I would say that's pretty good!  I think I figured out how to do these lines on this computer I just have to push return before getting to the end of the line instead of  writing one line to eternity. How does the TA actually know that I spent 20  minutes on this?  What if I simply type really fast and I get more words on the screen than the next guy?  What if I say -- well, it's only been 5 minutes but - I gotta go?  Who ever thought of that movie with Woody Allen about the future and sex is regulated!  DAMN!  I promised myself to write about everything in the world not having anything to do with sex. I thought that for 20 minutes  I could think of not having sex. Damn. I guess I am just a typical 21 year old guy who can't get his mind out of the gutter. that really upsets me I always thought I could be more than the average Joe. Well - that shall be for my next paper on the college experience. Boy - are y'all gonna love that  or what?!!  GOTTA GO NOW -- THE PROFESSOR IS CALLING ME!!!  ",high,low,high,high,high
"I've been thinking a lot about this next weekend. Tryint to plan everything out so I get to see everyone. I miss home. The people, the places. My church, my room, and all the little things too. Just the familiar surroundings that make home what it is. So peaceful. So safe. One things I've found at college is that there's a void in my life that can't be filled. It won't ever be tha same. The relationships with people back home, that's the biggest void of them all. Susan, Amy, Jennifer, John, Mikey, Jeni, Ms. Betty, my parents. You can't replace that. It's always there, just sitting, empty. Sure, I can meet new people, do new things, but you can never replace a person, a relationship. They're all differnt and unique. My left arm is tired. Well, I just thought that so I figured I'd write it. And I just thought about writing about my arm. Wow!  And I JUST thought about thinking about writing about my arm. It never ends. weird. I've always been interested in how the human minds works. It's funny when you think about it. Here we are, using our minds, trying to figure out how our own minds work!  Isn't that weird?  When you think about it, where do you get yourself?  How can you come to a conclusion when the conclusion you're trying to come to, is actually the tool you're trying to come to that conclusion with?  It's impossible. An endless cirlce of thought and ideas. The human mind is a mystery, and always will be. That kind of impresses me that I came with that. Gee, I'm smart. Just kidding. Well. ten more minutes. Ok, I ;ve gone from missing home to pondering about the human mind. My shoulder hurts. Wow, I complain a lot. I'm feeling my elbow right now. It's swollen or something. I'm not sure why. I've been working out a lot so that might have something to do with it. Who knows?  It doesn't hurt, but I don't know if I should avoid straining it or what. I'm supposed to work out today. We'll see. I've been thinking about someone back home a lot. Her name is Cam and we met about a month before I left for college. There was this kind of initial attraction I guess you'd say. Kind of weird. I haven't had anything like that in a couple of years. I think it was her bright personality. She has thing kind of glow about her. She's always laughing. I like that in people, because I need to laugh more sometime. So we kind of talked about our relationship some, and I told her I didn't think it was best if we committed to anything, I mean, since I was leaving for college. She's a junior in high school. But we've kept in touch a lot. I think she wants a committment, but I don't think that's smart. But you know, there are sometimes when what is smart isn't what is right. Sometimes we have to do the irrational and just dive in without holding back. It's like faith. God doesn't always make sense to me. I hear all the time people trying to disprove God, or Christ, or the Bible, or christianity. like I'm taking this class, the Rise of Christianity, and he always tries to show flaws in the Bible or myths about the early churches, or whatever. But the fact is this:  I know what Jesus has done in my life, and nothing can change that. EVER!  What He did WAS illogical, it WAS beyond understanding, it WAS a miracle!  And NOTHING can disprove that, not science, not anything. How do people react to that then?  Well, people's final defense is usually, ""Well, then you must be crazy. ""  And if that's all they have, then I'll take that any day. Times up. Hey, I liked this assignment. I think I will enjoy this class. ",high,low,high,low,high
"     I really like music, i think its really cool to just get on the computer and be able to listen to any song, at anytime. it really bothers me when you turn on the radio and they are all on a commercial at the same time. It's very aggrivating, but this world is run by money so I guess there is not much we can do about it. When i listen to music, I like to day dream and imgaine that there is a story to every song, which usually there is, but I parallel the stories to my life and see how they impact me. I also just like to fantasize about certain things that a song might talk about that are a little far fetched. Music helps me go to sleep also. I can never really fall asleep to it, but I will catch myself doozing off and then wake up and turn off the songs. Speaking of sleeping, why is it that you never really remember the good dreams but the nightmares and the ones that are just really weird. I've also thought its really weird that you ususally forget your dreams if you don't write them down as soon as you have them. Why is that? Usually my nightmares involve harm coming to my family but no matter how bad they get, I also manage to either transport or take my family to safety just in time. I still wake up in a cold sweat but just the fact that I know they are ok, makes me feel better. Even if I keep going back to the same part of the dream I try my best to get them out of danger. I have a very strong family background. When I was in high school my friends used to make fun of me saying i had the perfect  family and that nothing could ever go wrong. I always thought it was weird that even though i had a strong family background most of my friends didn't. Their parents were either divorced or had really bad problems. One of my friends got kicked out of her house, well she left actually but she had gotten in a really bad fight with her mother and her mom had called her a slut. I don't think I could handle my mother calling me a name like that. I think I have a very good relationship with my mother but I know that I don't tell her everything that goes on in my life. I've noticed that I have most of my secrets spread out through a bunch of people, like no one person knows all of my secrets. I guess that is because I'm afraid to trust one person so much, but I don't think that is a bad thing. I just think that I'm afraid that if one person knows me totally they will turn on me and tell everyone my personal business. I guess that is because in junior high I had a group of friends that turned on me and I don't think I ever forgave them. I went my own way in high school but to this day I still think of their betrayel and I can still feel the pain from it. Even though I haven't always had the best friends in the world, if I have a falling out with a friend I usually will make up with them later on in life. We might not be friends again but the air will be cleared and we can be civil to each other. That also works for my ex-boyfriends, it seems like after about a year we will begin to talk again and everything is ok. I've always been able to make friends with guys better than I have with girls, I really do not think I'm that much of a tomboy but I just think they are easier to get along with and cause less drama. My first year in college was the first time I think I made more girl friends but that also might be because I'm in nursing and there is a serious shortage of men in that field. I don't mind girls I just think they have more issues than guys. I also think it's really weird that I haven't found that one single person yet either. Everyone says that in college is when you find your husband and - or wife, but I think I'll just let it happen when it happens. Like even if I like one guy, there is almost always another one. I think I like like four guys right now and its terrible. One has a girlfriend, but is going to dump her in a little bit, apparently she is being a bitch. He doesn't know I like him but his friends do, it's crazy. I think I've been boy crazy all my life, seriously. If a hot guy walks by I just turn to mush. I think the ideal guy would be about my height, not too tall or short, with dark hair and either green or blue eyes. He would have to be tan of course and have the best sense of humor either. He would also have to be a talker, I'm really into having good conversations. Don't get me wrong there is always time for silence or just having fun but every relationship I've been in has failed because of some communication issue and I think I've just learned that as long as you keep the communication channels open things will be good. I think I am a good communicator fo. r the most part, I know I'm a good peace maker and keeper, coming from a family where I had two sisters and one brother I guess its no surprize. I've noticed that people like to tell me about their problems also. I can just be sitting somewhere and someone will start talking to me and telling me their life story and I think it's just because they want someone to listen and that's exactly what I do. Not everyone wants advice, sometimes they just want to be heard. I've noticed that people in the hospital like to talk to anyone who walks in the door. I work at childrens and parents will also be eager and willing to talk to me. ",high,low,high,high,high
"     I'm just sitting here in the library wondering if this semester is going to get a lot harder. Everyone of my friends is struggling in some way or another. I keep asking myself whether or not I'm am going to make it in my major. My major is petroleum engineering and its not exactly the easiest major. My friends say they don't know what I got myself into, but I keep telling them I'll be fine to not worry about me. When I say this I am just trying to reassure myself instead of trying to convince them that I will be fine. This library is all to silent I think I just want to make some noise but that would be wrong to mess up all these people who just feel there barely grasping the concepts of what they are doing. While I'm sitting in the library my mind keeps wondering whether or not I am going to make an A on the chemistry exam on Tuesday. I feel bombarded with chem and I don't know if I am going to be able to remember all three chapters. My mind keeps telling me that I will be fine that I just have to get used to it. High School was so much different than college in that you had to much time you didn't know what to do with it. That hasnt been my problem lately the only problems I have had all are about having not enough time. Every time I talk to my girlfriend back home, a senior in high school, I tell her to take advantage of having a lot of time on her hands because college is no where near as easy. I know older people had told me the same but I really never believed them and always felt as though they were exagerating. Oh yeah I am getting off topic but this library is just boring me. I feel that everyone is ahead of me on everything. I feel like they all grasp the ideas that I don't. In high school I was ahead of everyone of my friends but now it seems to me like all of my friends are ahead of me. Maybe that's just me overthinking. I can now smell some food as though somebody has brought something into the library. It smells like a piece of chocolate. Maybe it is a candybar of some sort. I don't really care because that smell kind of nauseates me. I am not a real big fan chocolate but I do love chocolate ice cream. Something about the sweetness is to much for me to endure. Lately I have been getting really home sick because of my girlfriend. I miss her very much and wish she would move up here right away. SHe is graduating a semester early from HS and is going to move to austin and attend ACC for the remainder of the year. I offered for her to move in with me and she said she would ask her parents. I hate to say it but her mom is a good for nothing lazy ass. Her father moved from italy to america in the early seventies with not a dollar to his name. The man now owns a 30 million dollar business that he started from nothing. He now works twelve hour days and then comes home to make a three course italian meal, not spaghetti out of the jar, for the whole family while the mom just sits on her computer or plays tennis all day. All she does is just bitcht at the whole family to do things. She is one of the most ungrateful people I have ever encountered in my whole entire life. People who have only met her once or twice do not agree because she puts on a show for them but I see the real her everyday. ",high,high,high,high,high
"My suitemates are talking very loudly in the bathroom. I really should go to bed so I won't be tired in the morning, but I want to get this done so I don't have to worry about it later. The tag on my shirt itches. I need to cut it off. My suitemates left the bathroom, so it's quiet again. My roommate is studying still. Someone just slammed a door down the hall. My suitemates are being loud again. My back kind of hurts. It must be from carrying my backpack around all day. I'm really tired. At least I don't have class until 10 in the morning. I'll get a little more sleep. I need to remember to go to the Co-op tomorrow to pick up the backordered book that just came in. I bet I'm going to end up annoying my roommate typing for twenty minutes straight. I should probably tell her. good, she wasn't paying attention. She asked me why I had to type for twenty minutes. I've only been typing for 5 minutes! My suitemates are still in the bathroom, but they aren't being so loud anymore. My feet hurt from walking all day and my back still hurts. I hope I do well on the economics quiz tomorrow. I studied all my notes and read the chapters. I'm getting sleepier, but I have to finish this. They're being loud again. They are loud a lot. I think the second night I was here, they came in at 4:30 in the morning and woke me up banging around in the bathroom. Me and my roommate are quiet. Someone just got out of the shower and immediately got on the phone because someone called for her and was waiting to talk to her. I think it was Dani, but it may have been Amelia. I can't tell their voices apart yet. I think Amelia is the one with a job at Footlocker. My roommate is popping her knuckles. I pop mine a lot. I need to stop. Everyone says it makes your knuckles big when you get older. I don't think that's true because it is just releasing air from the joint. I just popped my knuckles out of habit. Someone just slammed a door again. Everyone always slams doors. Maybe they don't do it on purpose, but it is still really loud. I only have five minutes left. That's good because I think my roommate is done studying for the evening. Now she is typing on her computer and laughing. She must be IMing someone. It is probably her ex-boyfriend who lives in El Paso, or maybe it is her friend Louie that I met the other day. I wonder who's online that I can talk to right now. Probably no one. I need to go to bed anyway. I'm glad I gat my Calculus homework done. I got a 94 on it, so I'm pretty happy. That's good considering I didn't get any help on it. I need to find a study group for Calculus. I probably need them for all my classes. My roommate asked me if our suitemates are always going out. I said yes. They do go out a lot. I don't think I've ever seen them study. My friend said she hasn't seen her roommate study at all either. I wonder how they are going to pass their classes. I'm almost done. I only have 30 more seconds. Then I get to go to bed. Good night! ",low,low,low,high,high
